#c_x,c_y,i_x,i_y,o_x,o_y,i_d,o_d,vel
-37.40304206528872,25.886052353651444,-24.78124897729098,22.556809356042358,-22.710899903216905,22.084359356042356,1.0696878908248375,1.0571541828066509,1
-37.6947840791053,25.9531765883146,-24.78124897729098,22.556809356042358,-22.710899903216905,22.084359356042356,1.063786518636586,1.0656995682200705,1
-37.987521614936966,26.01772162703544,-24.78124897729098,22.556809356042358,-22.710899903216905,22.084359356042356,1.0566727681448767,1.0725627182594164,1
-38.28189917845683,26.074925502066485,-24.78124897729098,22.556809356042358,-22.710899903216905,22.084359356042356,1.0590364345375822,1.0687365064501286,1
-38.57759935892831,26.124232248132518,-24.78124897729098,22.556809356042358,-22.710899903216905,22.084359356042356,1.071603220077487,1.057894966144664,1
-38.87444904082218,26.166777961136507,-24.78124897729098,22.556809356042358,-22.710899903216905,22.084359356042356,1.0813082540053016,1.0474583752575155,1
-39.172290466544695,26.2038785080116,-24.78124897729098,22.556809356042358,-22.710899903216905,22.084359356042356,1.0888524961069048,1.0446861327199548,1
-39.470858429837854,26.234755190153813,-26.754085643957648,18.047059356042354,-25.073610380799753,16.715609356042357,1.0877615752532552,1.046175691215213,1
-39.769385331388506,26.248773208742286,-26.754085643957648,18.047059356042354,-25.073610380799753,16.715609356042357,1.105025199465222,1.0353127219680478,1
-40.06770830275184,26.241312681727578,-26.754085643957648,18.047059356042354,-25.073610380799753,16.715609356042357,1.120826522597787,1.0224109260773122,1
-40.366895665743236,26.22315792350859,-26.754085643957648,18.047059356042354,-25.073610380799753,16.715609356042357,1.106373251004068,1.0205468572815473,1
-40.66639331510967,26.197193479897987,-26.754085643957648,18.047059356042354,-25.073610380799753,16.715609356042357,1.104478944681782,1.025702101770587,1
-40.964341769828856,26.159217463173626,-27.009876755068763,17.617559356042356,-25.073610380799753,16.715609356042357,1.0996530883361921,1.03666179940504,1
-41.25885959555366,26.104887254437614,-27.009876755068763,17.617559356042356,-25.073610380799753,16.715609356042357,1.0906642474180277,1.0371500041637147,1
-41.54882925966571,26.03212360266191,-27.009876755068763,17.617559356042356,-25.073610380799753,16.715609356042357,1.087537206582177,1.0366367347799066,1
-41.834480390040845,25.94283876470818,-27.009876755068763,17.617559356042356,-25.073610380799753,16.715609356042357,1.0877024596239455,1.0382057237706879,1
-42.11617991130028,25.839351794583234,-27.009876755068763,17.617559356042356,-25.073610380799753,16.715609356042357,1.0885801834931819,1.0446540423542205,1
-42.393836500718024,25.723349600526085,-27.009876755068763,17.617559356042356,-25.073610380799753,16.715609356042357,1.0896452798383411,1.0470170642766963,1
-42.66526398796234,25.593629277980053,-27.009876755068763,17.617559356042356,-25.073610380799753,16.715609356042357,1.080145469597015,1.0527734698586535,1
-42.92767793608151,25.44816262200404,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.0774364134696999,1.0557202383203799,1
-43.178317881773694,25.284947764060483,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.0803587367537708,1.0575737893741208,1
-43.41639299121205,25.104147647760854,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.0876558036880126,1.0516094634740611,1
-43.64451563494993,24.909665665507983,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.096325825518227,1.0549273847961316,1
-43.86563608182931,24.705776592408522,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.095269022822135,1.0627540096782493,1
-44.08125336335544,24.49549050662131,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.0843044255475813,1.0673761298708313,1
-44.28637200309616,24.276157774995628,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.068748263299582,1.0690654950432739,1
-44.47418051019506,24.043546178375312,-27.009876755068763,17.617559356042356,-25.116909734866738,16.629709356042355,1.0562234370827037,1.080827670791805,1
-44.63840593374771,23.793854973666658,-27.18644897729098,17.145109356042354,-25.116909734866738,16.629709356042355,1.0568302069346032,1.0792138436202128,1
-44.77988269737603,23.528977896732243,-27.18644897729098,17.145109356042354,-25.116909734866738,16.629709356042355,1.0737576244596054,1.0636978726146915,1
-44.90446710767311,23.254832251742897,-27.18644897729098,17.145109356042354,-25.116909734866738,16.629709356042355,1.083355586999041,1.0514338050397851,1
-45.01794806869953,22.977332587976285,-27.18644897729098,17.145109356042354,-25.159593082982035,16.500859356042355,1.0851665366978807,1.0470849116887746,1
-45.113252458596556,22.695861598021203,-27.18644897729098,17.145109356042354,-25.159593082982035,16.500859356042355,1.0910116958746587,1.037299055876003,1
-45.17842393705691,22.4047446567404,-27.18644897729098,17.145109356042354,-25.159593082982035,16.500859356042355,1.1073971491179786,1.018913639399064,1
-45.226673141665366,22.107808417861964,-27.18644897729098,17.145109356042354,-25.159593082982035,16.500859356042355,1.1205233194841244,1.003757915702043,1
-45.27064054145741,21.810232202354424,-27.18644897729098,17.145109356042354,-25.159593082982035,16.500859356042355,1.122258342741473,1.0074899745418695,1
-45.311741579070976,21.513433125014565,-27.18644897729098,17.145109356042354,-25.159593082982035,16.500859356042355,1.1142903097047627,1.019734592216167,1
-45.34381439421839,21.216190700130873,-27.271326358243364,16.801509356042352,-25.159593082982035,16.500859356042355,1.0997821296749781,1.0491129573024665,1
-45.36073327772478,20.91725799017176,-27.271326358243364,16.801509356042352,-25.159593082982035,16.500859356042355,1.070065643515153,1.0813970800089525,1
-45.36941725900678,20.61719282767788,-27.271326358243364,16.801509356042352,-25.159593082982035,16.500859356042355,1.0313702097213073,1.118470486948803,1
-45.39590929470625,20.31919771658352,-27.271326358243364,16.801509356042352,-25.19500064395765,16.329059356042357,1.0034230070635712,1.144891250461775,1
-45.44016709283752,20.022851667674164,-27.271326358243364,16.801509356042352,-25.19500064395765,16.329059356042357,0.9619060983090868,1.1729670175441584,1
-45.487121634184014,19.72594001067219,-27.30924192600893,16.586759356042357,-25.2026361995132,16.286109356042353,0.9488296811347556,1.1865899354339444,1
-45.538267786059876,19.429809005795594,-27.30924192600893,16.586759356042357,-25.2026361995132,16.286109356042353,0.9671135757730429,1.1680792894365994,1
-45.609839866389734,19.14019871125166,-27.30924192600893,16.586759356042357,-25.2026361995132,16.286109356042353,1.008129312572283,1.1272927535405277,1
